HGNC:14825	NM_001005484.2	not_clinical_transcript	not_canonical
HGNC:31275	NM_001005221.2	not_clinical_transcript	not_canonical
HGNC:15079	NM_001005277.1	not_clinical_transcript	not_canonical
HGNC:28706	NM_152486.4	not_clinical_transcript	not_canonical
HGNC:28706	NM_001385641.1	not_clinical_transcript	not_canonical
HGNC:28706	NM_001385640.1	not_clinical_transcript	not_canonical
HGNC:24517	NM_015658.4	not_clinical_transcript	not_canonical
HGNC:24023	NM_198317.3	not_clinical_transcript	not_canonical
HGNC:25284	NM_032129.3	not_clinical_transcript	not_canonical
HGNC:25284	NM_001367552.1	not_clinical_transcript	not_canonical
HGNC:25284	NM_001160184.2	not_clinical_transcript	not_canonical
HGNC:28208	NM_001291367.2	not_clinical_transcript	not_canonical
HGNC:28208	NM_001369898.1	not_clinical_transcript	not_canonical
HGNC:28208	NM_001369897.1	not_clinical_transcript	not_canonical
HGNC:28208	NM_001394713.1	not_clinical_transcript	not_canonical
HGNC:28208	NM_001291366.2	not_clinical_transcript	not_canonical
HGNC:24149	NM_001142467.2	not_clinical_transcript	not_canonical
HGNC:24149	NM_021170.4	not_clinical_transcript	not_canonical
HGNC:4053	NM_005101.4	clinical_transcript	canonical
HGNC:329	NM_198576.4	clinical_transcript	canonical
HGNC:329	NM_001305275.2	not_clinical_transcript	not_canonical
HGNC:329	NM_001364727.2	not_clinical_transcript	not_canonical
HGNC:40020	NM_001205252.2	not_clinical_transcript	not_canonical
HGNC:26062	NM_017891.5	not_clinical_transcript	not_canonical
HGNC:26062	NM_001363525.2	not_clinical_transcript	not_canonical
HGNC:26062	NM_001330306.2	not_clinical_transcript	not_canonical
HGNC:26693	NM_153254.3	not_clinical_transcript	not_canonical
HGNC:26693	NM_001130045.2	not_clinical_transcript	not_canonical
HGNC:26693	NM_001371649.1	not_clinical_transcript	not_canonical
HGNC:11914	NM_148902.2	not_clinical_transcript	not_canonical
HGNC:11914	NM_148901.2	not_clinical_transcript	not_canonical
HGNC:11914	NM_004195.3	not_clinical_transcript	not_canonical
HGNC:11918	NM_003327.4	clinical_transcript	canonical
HGNC:24188	NM_016547.3	not_clinical_transcript	not_canonical
HGNC:24188	NM_016176.6	not_clinical_transcript	not_canonical
HGNC:17978	NM_080605.4	clinical_transcript	canonical
